Date,Ticker,URL,Snippit,Text,W/L?,%Change
2017-08-21,CELG,https://www.biocentury.com/bc-extra/clinical-news/2017-10-19/celgene-halts-phase-iii-trial-mongersen-crohns,,Celgene Corp. (NASDAQ:CELG) sank $7.41 to $128.55 in after-hours trading Thursday after it said it will discontinue a Phase III trial of mongersen (GED-0301) to treat Crohn’s disease. The company said it will wait to receive full data from a Phase II trial of mongersen in ulcerative colitis (UC) before determining next steps,L,
2017-08-21,JAZZ,http://breakingfinancenews.com/investing/jazz-pharmaceuticals-plc-ordinary-shares-nasdaqjazz-price-target-dropped-to-150-00-issued-a-ratings-update-earlier-today-by-mizuho/291915/,,,L,
2017-08-21,BMY,https://www.mesotheliomahelp.org/2017/08/results-opdivo-trial-may-help-mesothelioma-oncologists-identify-patients-will-benefit-drug/,,"In April, MesotheliomaHelp reported on the findings of a phase I clinical trial showing that the five-year survival rate for some lung cancer patients treated with Opdivo (nivolumab), an immunotherapy treatment, was “much higher” than historical data. Now, researchers report that results from a phase III clinical trial may help oncologists determine those lung cancer patients, and possibly, mesothelioma patients, who will benefit from the immuno-oncology drug.

Opdivo, developed by Bristol-Myers Squibb, works by blocking the PD-L1 protein and activating the immune system, leading it to attack and kill cancer cells. According to a June 21 press release from The Ohio State University Comprehensive Cancer Center, a team of researchers led by David Carbone, MD, PhD, of The Ohio State University Comprehensive Cancer – Arthur G. James Cancer Hospital and Richard J. Solove Research Institute, found that although the trial did not improve progression-free survival when compared with chemotherapy in the overall population, those patients with a high expression of PD-L1 did benefit.

“The good news is that we discovered that a subset of patients who had both high tumor mutation burden and high PDL-1 positive status did experience a significant benefit from immunotherapy,” says Carbone.

Specifically, the researchers report that patients who had “both high tumor mutation burden and high PDL-1 positive status” realized a 75 percent response rate compared to just 16 percent response rate with low mutation burden and low PDL-1. However, the response rates for chemotherapy treatment in these same subsets were nearly the same leading the researchers to conclude that the PDL-1 markers “were selective for immunotherapy.”

Mesothelioma, a rare, asbestos-related cancer of the lining of the lungs, abdomen or heart, is highly aggressive and is resistant to many cancer treatments. The prognosis for mesothelioma patients is usually grim: the average survival time varies from 4 – 18 months after diagnosis. For the close to 3,000 Americans diagnosed with the disease each year, personalized care may bring a breakthrough treatment not previously considered by their physician.

The benefits of personalized care for mesothelioma patients have been proven where researchers have identified genetic biomarkers that reflect the aggressiveness of mesothelioma as well as markers that can assess the effectiveness of a particular treatment.

Opdivo is currently in a phase III clinical trial in the UK for mesothelioma patients. Known as The CheckpOiNt Blockade For Inhibition of Relapsed Mesothelioma, or CONIFRM, the trial has a goal of ‘exploiting the potential of immunotherapy.’

Keytruda, which gained popularity after saving former President Jimmy Carter’s life after sending his melanoma into remission, is also a PD-L1 inhibitor. Both immunotherapy drugs have shown in studies to be effective in fighting pleural mesothelioma. Keytruda is, perhaps, more well known due to eight-year mesothelioma survivor Mavis Nye of England, who went into remission after a two-year clinical trial of the drug.

“This study is an important step toward understanding the impact of tumor mutation burden and PDL-1 in immunotherapy response. This data shows we should evaluate these two factors independently to most accurately define who will benefit from immunotherapy,” says Carbone.

See the full results of the study in the June 22 issue of the New England Journal of Medicine.",L,
2017-08-21,REPH,https://www.gurufocus.com/news/556384/recro-pharma-appoints-jyrki-mattila-as-executive-vice-president-of-business-development,,"MALVERN, Pa., Aug. 21, 2017 (GLOBE NEWSWIRE) -- Recro Pharma, Inc. (NASDAQ:REPH), a revenue generating specialty pharmaceutical company focused on therapeutics for hospital and other acute care settings, today announced the appointment of Jyrki Mattila, M.D., Ph.D., as Executive Vice President of Business Development.

'Jyrki brings over 30 years of pharmaceutical business development, commercial and general management experience to Recro Pharma and is a key addition to the leadership team at this pivotal time in the Company's evolution,' said Gerri Henwood, President and Chief Executive Officer of Recro Pharma. 'He has a proven track record of executing ambitious business development plans and achieving strategic goals. Jyrki's history of being on the leadership team at successful companies through significant periods of expansion will prove invaluable as we pursue future partnering opportunities to broaden the reach of our pipeline.'

Dr. Mattila joins Recro Pharma from Lipocine Inc., a specialty pharmaceutical company, where he served for two years as Chief Business Officer. From 2010 to 2015, Dr. Mattila held executive management positions, serving as Chief Business Officer at iCeutica Inc. and as President and Chief Executive Officer at LZ Therapeutics, Inc. From 2003 to 2010, Dr. Mattila served as Executive Vice President, Business Development, Product Development and Technical Operations, at Auxilium Pharmaceuticals Inc., where he contributed to Auxilium's growth from a private start-up to a publicly-traded specialty pharmaceutical company. From 1986 to 2003, Dr. Mattila held positions of increasing responsibility at Orion Corporation in business development, R&D and executive general management. Dr. Mattila served as a Post-Doctoral Research Fellow at the University of Kansas Medical Center and holds a M.B.A. from the Helsinki School of Economics, a Ph.D. from the Department of Pharmacology at the University of Helsinki and a M.D. from the University of Helsinki Medical School.

Inducement Equity Awards

In connection with the hiring of Dr. Mattila, the Compensation Committee of Recro Pharma's Board of Directors approved a grant to Dr. Mattila of a stock option to purchase 75,000 shares of Recro Pharma's common stock and restricted stock units covering 12,000 shares of Recro Pharma's common stock.

Recro Pharma also appointed a new non-executive employee, and in connection therewith the Compensation Committee of Recro Pharma's Board of Directors approved a grant to that employee of a stock option to purchase 1,750 shares of Recro Pharma's common stock.

The equity awards were granted pursuant to the NASDAQ inducement grant exception as a component of such individual's employment compensation and were granted as an inducement material to his or her acceptance of employment with Recro Pharma in accordance with NASDAQ Listing Rule 5635(c)(4). The option awards and restricted stock units were granted on August 21, 2017. The option awards will have an exercise price equal to the closing price of Recro Pharma's common stock on the grant date. The options have a ten year term and vest in equal monthly installments over four years. The restricted stock units vest annually over four years. The equity awards are subject to each individual's continued service with Recro Pharma through the applicable vesting dates.

About Recro Pharma, Inc.

Recro is a specialty pharmaceutical company that operates through two business divisions, an Acute Care, hospital product division and a revenue-generating contract development and manufacturing, or CDMO division, located at the Company's Gainesville facility. The Acute Care division is primarily focused on developing innovative products for hospital and other acute care settings. The Company's lead product candidate is a proprietary injectable form of meloxicam, a long-acting preferential COX-2 inhibitor. IV meloxicam 30mg has successfully completed two pivotal Phase III clinical efficacy trials in patients following bunionectomy and abdominoplasty surgeries, a large double blind Phase III safety trial, four Phase II clinical trials for the management of moderate to severe post-operative pain, as well as other safety studies. As injectable meloxicam is in the non-opioid class of drugs, the Company believes it will overcome many of the issues associated with commonly prescribed opioid therapeutics, including respiratory depression, constipation, excessive nausea and vomiting, as well as having no addictive potential while maintaining meaningful analgesic effects for relief of pain. The Company's CDMO division leverages its formulation expertise to develop and manufacture pharmaceutical products using its proprietary delivery technologies and other manufacturing services for commercial partners who commercialize or plan to commercialize these products. These collaborations can result in revenue streams including royalties, profit sharing, research and development and manufacturing fees, which support continued operations for its CDMO division and it contributes non-dilutive funding for the development and pre-commercialization activities of its Acute Care division.

Cautionary Statement Regarding Forward Looking Statements

This press release contains forward-looking statements that involve risks and uncertainties. Such forward looking statements reflect Recro's expectations about its future performance and opportunities that involve substantial risks and uncertainties. When used herein, the words ""anticipate,"" ""believe,"" ""estimate,"" ""upcoming,"" ""plan,"" ""target"", ""intend"" and ""expect"" and similar expressions, as they relate to Recro or its management, are intended to identify such forward-looking statements. These forward looking statements are based on information available to Recro as of the date of this press release and are subject to a number of risks, uncertainties, and other factors that could cause Recro's performance to differ materially from those expressed in, or implied by, these forward looking statements. Recro assumes no obligation to update any such forward-looking statements. Factors that could cause Recro's actual performance to materially differ from those expressed in the forward-looking statements set forth in this press release include, without limitation: the ability to obtain and maintain regulatory approval of injectable meloxicam and, and the labeling under any such approval; regulatory developments in the United States and foreign countries; results and timing of the clinical trials of injectable meloxicam, the Company's ability to achieve its financial goals, including financial guidance; the Company's ability to raise future financing for continued development and the payment of milestones; the Company's ability to pay its debt; customer product performance and ordering patterns, the performance of third-party suppliers and manufacturers; the Company's ability to obtain, maintain and successfully enforce adequate patent and other intellectual property protection; and the successful commercialization of injectable meloxicam. In addition, the forward looking statements in this press release should be considered together with the risks and uncertainties that may affect Recro's business and future results included in Recro's filings with the Securities and Exchange Commission at www.sec.gov. Recro assumes no obligation to update any such forward looking statements.",L,
2017-08-21,IRWD,https://www.streetinsider.com/Corporate+News/Ironwood+Pharma+%28IRWD%29+Announces+FDA+Approval+of+DUZALLO+for+Treatment+of+Hyperuricemia+in+Patients+with+Uncontrolled+Gout/13222622.html,,"Ironwood Pharmaceuticals, Inc. (NASDAQ: IRWD) today announced DUZALLO was approved by the U.S. Food and Drug Administration (FDA) as a once-daily oral treatment for hyperuricemia associated with gout in patients who have not achieved target serum uric acid (sUA) levels with a medically appropriate daily dose of allopurinol alone. DUZALLO is not recommended for the treatment of asymptomatic hyperuricemia. Ironwood expects DUZALLO to be commercially available early in the fourth quarter of 2017.

Gout is a highly symptomatic and painful form of inflammatory arthritis caused by hyperuricemia, or elevated sUA levels in the blood, which can lead to painful flares and serious potential long-term health consequences.DUZALLO is the first drug that combines the current standard of care for the treatment of hyperuricemia associated with gout, allopurinol, with the most recent FDA-approved treatment for this condition, lesinurad. This fixed-dose combination provides a dual mechanism of action in a single tablet that can address both underlying causes of hyperuricemia – overproduction and underexcretion of serum uric acid.

“The approval of DUZALLO provides a new fixed-dose and dual-mechanism treatment option to help patients with uncontrolled gout achieve target serum uric acid levels. This represents an important and needed new option in the treatment of hyperuricemia,” said Michael A. Becker, M.D., professor emeritus of medicine, Department of Medicine, The University of Chicago, Chicago, IL. “Gout is a serious and potentially progressive and debilitating inflammatory disease. Getting patients with gout to serum urate goal, and keeping them at or below goal, are essential to success in treating these patients. DUZALLO will help reduce the significant unmet need among patients in the U.S. who fail to get their serum uric acid levels to goal despite taking allopurinol alone.”

“With DUZALLO, nearly twice as many patients with uncontrolled gout may be able to achieve target serum uric acid levels compared to those patients taking allopurinol alone, which is important, considering the significant unmet need among uncontrolled gout patients to get to goal of under 6 mg/dL,” said Tom McCourt, senior vice president of marketing and sales and chief commercial officer at Ironwood. “We believe DUZALLO will be the critical driver behind Ironwood’s gout franchise, which is expected to exceed total annual U.S. peak sales of $300 million.”",L,
2017-08-21,NVO,https://www.gurufocus.com/news/556495/3-companies-aiming-to-significantly-reduce-diabetes-treatment-costs,,"Total U.S. health care spending in 2015 was an astronomical $3.2 trillion. That is 16% of the entire national debt. As much as we blame the prices of new drugs for this gargantuan sum, one of the biggest chunks of it comes from diabetes, a disease whose treatment has not changed all that much since 1922. According to the American Diabetes Association, diabetes accounts for $322 billion in total U.S. health care spending as of 2016.

One Harvard study puts the annual cost at a much higher $822 billion annually. Whichever number you want to believe, it is among the costliest diseases in the world, for both patients and taxpayers. Thanks to Medicare and Medicaid, diabetes costs are socialized.



There are two reasons for the rising costs. First, the price of insulin has tripled since 2002. Second, the nature of lifetime treatment necessitates ever-rising doses of insulin as the disease progresses.

Short of hoping Americans radically change their diets overnight and drastically reduce sugar intake, the problem is not going away. But there is hope for significant cost reduction nonetheless. Here are three companies on the cutting edge of the newest diabetes advancements that, with some luck, may help reduce this nearly unfathomable cost to the U.S. economy and taxpayers.

NVO 30-Year Financial Data
The intrinsic value of NVO
Peter Lynch Chart of NVO
Novo Nordisk and semaglutide

Novo Nordisk A/S (NYSE:NVO) recently announced its once-weekly GLP-1 agonist semaglutide handily beat Eli Lilly’s (NYSE:LLY) GLP-1 agonist dulaglutide in terms of weight loss and blood sugar control in a pivotal Phase III trial. GLP-1 agonists, unlike insulin, stimulate pancreatic cells to produce insulin in a glucose-dependent manner. Meaning, GLP-1 agonists only induce native insulin production when blood glucose levels are high enough to trigger it. This is much more convenient than manually measuring blood sugar before injecting insulin directly.

While markets are focused on the one-on-one beat, raising Novo shares at the expense of Eli Lilly’s, there is potentially more exciting news regarding semaglutide yet to come. Novo Nordisk has already demonstrated in a Phase II trial that an oral formulation of semaglutide can work as well. If this continues into Phase III, the implication could be big for diabetes treatment costs. Oral formulations of otherwise intravenous drugs increase patient compliance and, if it works better than GLP-1 agonists currently on the market, it could keep diabetes patients healthier for longer, reducing long-run costs as the disease progresses, by far the costliest aspect of diabetes.

Roche and the artificial pancreas

Another innovative way to increase patient compliance and reduce long-run costs is to simply automate everything. Roche Holding AG (RHHBY) is currently sponsoring a late-stage development of an artificial pancreas that uses continuous glucose monitoring (CGM) technology together with an insulin pump to keep diabetics’ blood sugar in perpetual balance.

A pivotal Phase III trial was announced late last month, cosponsored by Roche Diabetics Care Inc. The ingenious closed-loop system uses a smartphone app to notify patients when blood sugar levels go out of range of preset limits. Since most of the damage from diabetes occurs when patients are out of their blood sugar target ranges, by keeping diabetics range-bound for longer, and hopefully perpetually, much of the cumulative damage from diabetes can hopefully be blunted or maybe even prevented for the long run. This closed-loop artificial pancreas is currently intended for Type 1 diabetics, though if successful it may be trialed for the much more prevalent Type 2 population.

Oramed and oral insulin

Perhaps the most ambitious of new diabetes treatments is an oral insulin formulation from Oramed Pharmaceuticals Inc. (NASDAQ:ORMP). Oramed just recently announced a planned Phase III trial for what has been termed the holy grail of diabetes treatments.

Oral insulin could fundamentally change the entire diabetes playing field since it would change the way insulin interacts with blood glucose and make the process more akin to what occurs in healthy people. Oramed is using similar technology to what Novo Nordisk is using in its own oral GLP-1 treatment, so there is reason to believe it could actually work.

Oral insulin could get prediabetics on insulin earlier since injecting insulin daily is not only inconvenient but almost taboo and a last resort. Getting prediabetics on insulin faster could go a long way in reducing late-stage complications as the disease progresses and insulin resistance sets in.

There is reason to believe insulin resistance – the factor that necessitates ever-higher doses of insulin and where most of the costs lay - will be less of a problem with an oral formulation because oral insulin goes through the liver, which is the natural organ for regulating insulin release once it receives it from the pancreas. It is a way of having the body naturally regulate insulin release rather than having to measure the dose via blood sugar analysis constantly.

All or any success amongst these three companies could take a significant bite out of overall diabetes costs over the next decade and beyond. Diabetes is by far the costliest health care niche and badly in need of a major advance. With three companies with potentially paradigm-shifting treatments in the pipe, chances are we will see that major advance before the close of this decade and before diabetes costs spiral completely out of control, if they have not done so already.",L,
2017-08-21,RHHBY,https://www.gurufocus.com/news/556495/3-companies-aiming-to-significantly-reduce-diabetes-treatment-costs,,"Total U.S. health care spending in 2015 was an astronomical $3.2 trillion. That is 16% of the entire national debt. As much as we blame the prices of new drugs for this gargantuan sum, one of the biggest chunks of it comes from diabetes, a disease whose treatment has not changed all that much since 1922. According to the American Diabetes Association, diabetes accounts for $322 billion in total U.S. health care spending as of 2016.

One Harvard study puts the annual cost at a much higher $822 billion annually. Whichever number you want to believe, it is among the costliest diseases in the world, for both patients and taxpayers. Thanks to Medicare and Medicaid, diabetes costs are socialized.



There are two reasons for the rising costs. First, the price of insulin has tripled since 2002. Second, the nature of lifetime treatment necessitates ever-rising doses of insulin as the disease progresses.

Short of hoping Americans radically change their diets overnight and drastically reduce sugar intake, the problem is not going away. But there is hope for significant cost reduction nonetheless. Here are three companies on the cutting edge of the newest diabetes advancements that, with some luck, may help reduce this nearly unfathomable cost to the U.S. economy and taxpayers.

NVO 30-Year Financial Data
The intrinsic value of NVO
Peter Lynch Chart of NVO
Novo Nordisk and semaglutide

Novo Nordisk A/S (NYSE:NVO) recently announced its once-weekly GLP-1 agonist semaglutide handily beat Eli Lilly’s (NYSE:LLY) GLP-1 agonist dulaglutide in terms of weight loss and blood sugar control in a pivotal Phase III trial. GLP-1 agonists, unlike insulin, stimulate pancreatic cells to produce insulin in a glucose-dependent manner. Meaning, GLP-1 agonists only induce native insulin production when blood glucose levels are high enough to trigger it. This is much more convenient than manually measuring blood sugar before injecting insulin directly.

While markets are focused on the one-on-one beat, raising Novo shares at the expense of Eli Lilly’s, there is potentially more exciting news regarding semaglutide yet to come. Novo Nordisk has already demonstrated in a Phase II trial that an oral formulation of semaglutide can work as well. If this continues into Phase III, the implication could be big for diabetes treatment costs. Oral formulations of otherwise intravenous drugs increase patient compliance and, if it works better than GLP-1 agonists currently on the market, it could keep diabetes patients healthier for longer, reducing long-run costs as the disease progresses, by far the costliest aspect of diabetes.

Roche and the artificial pancreas

Another innovative way to increase patient compliance and reduce long-run costs is to simply automate everything. Roche Holding AG (RHHBY) is currently sponsoring a late-stage development of an artificial pancreas that uses continuous glucose monitoring (CGM) technology together with an insulin pump to keep diabetics’ blood sugar in perpetual balance.

A pivotal Phase III trial was announced late last month, cosponsored by Roche Diabetics Care Inc. The ingenious closed-loop system uses a smartphone app to notify patients when blood sugar levels go out of range of preset limits. Since most of the damage from diabetes occurs when patients are out of their blood sugar target ranges, by keeping diabetics range-bound for longer, and hopefully perpetually, much of the cumulative damage from diabetes can hopefully be blunted or maybe even prevented for the long run. This closed-loop artificial pancreas is currently intended for Type 1 diabetics, though if successful it may be trialed for the much more prevalent Type 2 population.

Oramed and oral insulin

Perhaps the most ambitious of new diabetes treatments is an oral insulin formulation from Oramed Pharmaceuticals Inc. (NASDAQ:ORMP). Oramed just recently announced a planned Phase III trial for what has been termed the holy grail of diabetes treatments.

Oral insulin could fundamentally change the entire diabetes playing field since it would change the way insulin interacts with blood glucose and make the process more akin to what occurs in healthy people. Oramed is using similar technology to what Novo Nordisk is using in its own oral GLP-1 treatment, so there is reason to believe it could actually work.

Oral insulin could get prediabetics on insulin earlier since injecting insulin daily is not only inconvenient but almost taboo and a last resort. Getting prediabetics on insulin faster could go a long way in reducing late-stage complications as the disease progresses and insulin resistance sets in.

There is reason to believe insulin resistance – the factor that necessitates ever-higher doses of insulin and where most of the costs lay - will be less of a problem with an oral formulation because oral insulin goes through the liver, which is the natural organ for regulating insulin release once it receives it from the pancreas. It is a way of having the body naturally regulate insulin release rather than having to measure the dose via blood sugar analysis constantly.

All or any success amongst these three companies could take a significant bite out of overall diabetes costs over the next decade and beyond. Diabetes is by far the costliest health care niche and badly in need of a major advance. With three companies with potentially paradigm-shifting treatments in the pipe, chances are we will see that major advance before the close of this decade and before diabetes costs spiral completely out of control, if they have not done so already.",L,
2017-08-21,ORMP,https://www.gurufocus.com/news/556495/3-companies-aiming-to-significantly-reduce-diabetes-treatment-costs,,"Total U.S. health care spending in 2015 was an astronomical $3.2 trillion. That is 16% of the entire national debt. As much as we blame the prices of new drugs for this gargantuan sum, one of the biggest chunks of it comes from diabetes, a disease whose treatment has not changed all that much since 1922. According to the American Diabetes Association, diabetes accounts for $322 billion in total U.S. health care spending as of 2016.

One Harvard study puts the annual cost at a much higher $822 billion annually. Whichever number you want to believe, it is among the costliest diseases in the world, for both patients and taxpayers. Thanks to Medicare and Medicaid, diabetes costs are socialized.



There are two reasons for the rising costs. First, the price of insulin has tripled since 2002. Second, the nature of lifetime treatment necessitates ever-rising doses of insulin as the disease progresses.

Short of hoping Americans radically change their diets overnight and drastically reduce sugar intake, the problem is not going away. But there is hope for significant cost reduction nonetheless. Here are three companies on the cutting edge of the newest diabetes advancements that, with some luck, may help reduce this nearly unfathomable cost to the U.S. economy and taxpayers.

NVO 30-Year Financial Data
The intrinsic value of NVO
Peter Lynch Chart of NVO
Novo Nordisk and semaglutide

Novo Nordisk A/S (NYSE:NVO) recently announced its once-weekly GLP-1 agonist semaglutide handily beat Eli Lilly’s (NYSE:LLY) GLP-1 agonist dulaglutide in terms of weight loss and blood sugar control in a pivotal Phase III trial. GLP-1 agonists, unlike insulin, stimulate pancreatic cells to produce insulin in a glucose-dependent manner. Meaning, GLP-1 agonists only induce native insulin production when blood glucose levels are high enough to trigger it. This is much more convenient than manually measuring blood sugar before injecting insulin directly.

While markets are focused on the one-on-one beat, raising Novo shares at the expense of Eli Lilly’s, there is potentially more exciting news regarding semaglutide yet to come. Novo Nordisk has already demonstrated in a Phase II trial that an oral formulation of semaglutide can work as well. If this continues into Phase III, the implication could be big for diabetes treatment costs. Oral formulations of otherwise intravenous drugs increase patient compliance and, if it works better than GLP-1 agonists currently on the market, it could keep diabetes patients healthier for longer, reducing long-run costs as the disease progresses, by far the costliest aspect of diabetes.

Roche and the artificial pancreas

Another innovative way to increase patient compliance and reduce long-run costs is to simply automate everything. Roche Holding AG (RHHBY) is currently sponsoring a late-stage development of an artificial pancreas that uses continuous glucose monitoring (CGM) technology together with an insulin pump to keep diabetics’ blood sugar in perpetual balance.

A pivotal Phase III trial was announced late last month, cosponsored by Roche Diabetics Care Inc. The ingenious closed-loop system uses a smartphone app to notify patients when blood sugar levels go out of range of preset limits. Since most of the damage from diabetes occurs when patients are out of their blood sugar target ranges, by keeping diabetics range-bound for longer, and hopefully perpetually, much of the cumulative damage from diabetes can hopefully be blunted or maybe even prevented for the long run. This closed-loop artificial pancreas is currently intended for Type 1 diabetics, though if successful it may be trialed for the much more prevalent Type 2 population.

Oramed and oral insulin

Perhaps the most ambitious of new diabetes treatments is an oral insulin formulation from Oramed Pharmaceuticals Inc. (NASDAQ:ORMP). Oramed just recently announced a planned Phase III trial for what has been termed the holy grail of diabetes treatments.

Oral insulin could fundamentally change the entire diabetes playing field since it would change the way insulin interacts with blood glucose and make the process more akin to what occurs in healthy people. Oramed is using similar technology to what Novo Nordisk is using in its own oral GLP-1 treatment, so there is reason to believe it could actually work.

Oral insulin could get prediabetics on insulin earlier since injecting insulin daily is not only inconvenient but almost taboo and a last resort. Getting prediabetics on insulin faster could go a long way in reducing late-stage complications as the disease progresses and insulin resistance sets in.

There is reason to believe insulin resistance – the factor that necessitates ever-higher doses of insulin and where most of the costs lay - will be less of a problem with an oral formulation because oral insulin goes through the liver, which is the natural organ for regulating insulin release once it receives it from the pancreas. It is a way of having the body naturally regulate insulin release rather than having to measure the dose via blood sugar analysis constantly.

All or any success amongst these three companies could take a significant bite out of overall diabetes costs over the next decade and beyond. Diabetes is by far the costliest health care niche and badly in need of a major advance. With three companies with potentially paradigm-shifting treatments in the pipe, chances are we will see that major advance before the close of this decade and before diabetes costs spiral completely out of control, if they have not done so already.",L,
2017-08-21,LLY,https://www.gurufocus.com/news/556495/3-companies-aiming-to-significantly-reduce-diabetes-treatment-costs,,"Total U.S. health care spending in 2015 was an astronomical $3.2 trillion. That is 16% of the entire national debt. As much as we blame the prices of new drugs for this gargantuan sum, one of the biggest chunks of it comes from diabetes, a disease whose treatment has not changed all that much since 1922. According to the American Diabetes Association, diabetes accounts for $322 billion in total U.S. health care spending as of 2016.

One Harvard study puts the annual cost at a much higher $822 billion annually. Whichever number you want to believe, it is among the costliest diseases in the world, for both patients and taxpayers. Thanks to Medicare and Medicaid, diabetes costs are socialized.



There are two reasons for the rising costs. First, the price of insulin has tripled since 2002. Second, the nature of lifetime treatment necessitates ever-rising doses of insulin as the disease progresses.

Short of hoping Americans radically change their diets overnight and drastically reduce sugar intake, the problem is not going away. But there is hope for significant cost reduction nonetheless. Here are three companies on the cutting edge of the newest diabetes advancements that, with some luck, may help reduce this nearly unfathomable cost to the U.S. economy and taxpayers.

NVO 30-Year Financial Data
The intrinsic value of NVO
Peter Lynch Chart of NVO
Novo Nordisk and semaglutide

Novo Nordisk A/S (NYSE:NVO) recently announced its once-weekly GLP-1 agonist semaglutide handily beat Eli Lilly’s (NYSE:LLY) GLP-1 agonist dulaglutide in terms of weight loss and blood sugar control in a pivotal Phase III trial. GLP-1 agonists, unlike insulin, stimulate pancreatic cells to produce insulin in a glucose-dependent manner. Meaning, GLP-1 agonists only induce native insulin production when blood glucose levels are high enough to trigger it. This is much more convenient than manually measuring blood sugar before injecting insulin directly.

While markets are focused on the one-on-one beat, raising Novo shares at the expense of Eli Lilly’s, there is potentially more exciting news regarding semaglutide yet to come. Novo Nordisk has already demonstrated in a Phase II trial that an oral formulation of semaglutide can work as well. If this continues into Phase III, the implication could be big for diabetes treatment costs. Oral formulations of otherwise intravenous drugs increase patient compliance and, if it works better than GLP-1 agonists currently on the market, it could keep diabetes patients healthier for longer, reducing long-run costs as the disease progresses, by far the costliest aspect of diabetes.

Roche and the artificial pancreas

Another innovative way to increase patient compliance and reduce long-run costs is to simply automate everything. Roche Holding AG (RHHBY) is currently sponsoring a late-stage development of an artificial pancreas that uses continuous glucose monitoring (CGM) technology together with an insulin pump to keep diabetics’ blood sugar in perpetual balance.

A pivotal Phase III trial was announced late last month, cosponsored by Roche Diabetics Care Inc. The ingenious closed-loop system uses a smartphone app to notify patients when blood sugar levels go out of range of preset limits. Since most of the damage from diabetes occurs when patients are out of their blood sugar target ranges, by keeping diabetics range-bound for longer, and hopefully perpetually, much of the cumulative damage from diabetes can hopefully be blunted or maybe even prevented for the long run. This closed-loop artificial pancreas is currently intended for Type 1 diabetics, though if successful it may be trialed for the much more prevalent Type 2 population.

Oramed and oral insulin

Perhaps the most ambitious of new diabetes treatments is an oral insulin formulation from Oramed Pharmaceuticals Inc. (NASDAQ:ORMP). Oramed just recently announced a planned Phase III trial for what has been termed the holy grail of diabetes treatments.

Oral insulin could fundamentally change the entire diabetes playing field since it would change the way insulin interacts with blood glucose and make the process more akin to what occurs in healthy people. Oramed is using similar technology to what Novo Nordisk is using in its own oral GLP-1 treatment, so there is reason to believe it could actually work.

Oral insulin could get prediabetics on insulin earlier since injecting insulin daily is not only inconvenient but almost taboo and a last resort. Getting prediabetics on insulin faster could go a long way in reducing late-stage complications as the disease progresses and insulin resistance sets in.

There is reason to believe insulin resistance – the factor that necessitates ever-higher doses of insulin and where most of the costs lay - will be less of a problem with an oral formulation because oral insulin goes through the liver, which is the natural organ for regulating insulin release once it receives it from the pancreas. It is a way of having the body naturally regulate insulin release rather than having to measure the dose via blood sugar analysis constantly.

All or any success amongst these three companies could take a significant bite out of overall diabetes costs over the next decade and beyond. Diabetes is by far the costliest health care niche and badly in need of a major advance. With three companies with potentially paradigm-shifting treatments in the pipe, chances are we will see that major advance before the close of this decade and before diabetes costs spiral completely out of control, if they have not done so already.",L,
2017-08-21,BYSI,https://www.truebluetribune.com/2017/12/01/beyondspring-bysi-given-a-52-00-price-target-by-maxim-group-analysts.html,,"Maxim Group set a $52.00 price objective on BeyondSpring (NASDAQ:BYSI) in a research note published on Thursday morning. The firm currently has a buy rating on the stock.
Other research analysts have also issued research reports about the company. HC Wainwright restated a buy rating and set a $50.00 price objective on shares of BeyondSpring in a research report on Monday, August 21st. Zacks Investment Research downgraded BeyondSpring from a hold rating to a sell rating in a research note on Monday, November 13th.
Get BeyondSpring Inc. alerts:  
Enter Your Email Address
Submit
BeyondSpring (NASDAQ:BYSI) traded down $1.30 during trading hours on Thursday, reaching $32.51. The company had a trading volume of 400 shares, compared to its average volume of 5,475. BeyondSpring has a twelve month low of $16.55 and a twelve month high of $48.49.

 
BeyondSpring (NASDAQ:BYSI) last released its quarterly earnings data on Thursday, November 9th. The company reported ($0.68) earnings per share (EPS) for the quarter, beating the Zacks’ consensus estimate of ($0.69) by $0.01. equities analysts forecast that BeyondSpring will post -4.41 earnings per share for the current fiscal year.
A hedge fund recently bought a new stake in BeyondSpring stock. Tanaka Capital Management Inc. bought a new stake in shares of BeyondSpring Inc. (NASDAQ:BYSI) during the 2nd quarter, according to the company in its most recent disclosure with the SEC. The fund bought 21,322 shares of the company’s stock, valued at approximately $914,000. BeyondSpring makes up 2.1% of Tanaka Capital Management Inc.’s portfolio, making the stock its 16th largest position. Tanaka Capital Management Inc. owned approximately 0.10% of BeyondSpring as of its most recent SEC filing. 1.22% of the stock is currently owned by institutional investors.
About BeyondSpring
BeyondSpring Inc is a global clinical-stage biopharmaceutical company. The Company is focused on the development of cancer therapies. The Company is engaged in advancing its lead product, Plinabulin, into a Phase II/III clinical trial for the reduction of docetaxel chemotherapy-induced severe, grade 4 neutropenia; a Phase II/III clinical trial for the prevention of non-docetaxel chemotherapy-induced severe, grade 4 neutropenia, and a Phase III clinical trial as an anticancer agent in combination with docetaxel in advanced non-small cell lung cancer (NSCLC).
Receive News & Ratings for BeyondSpring Inc. Daily - Enter your email address below to receive a concise daily summary of the latest news and analysts' ratings for BeyondSpring Inc. and related companies with MarketBeat.com's FREE daily email newsletter.",L,
